step,env_id,left_force_n,right_force_n,contact_force_balance,left_friction_force_n,right_friction_force_n,left_joint_torque_nm,right_joint_torque_nm,left_joint_position,right_joint_position,left_joint_target,right_joint_target,object_lift_m,object_gripper_slip_m,object_relative_x_m,object_relative_y_m,object_relative_z_m,alignment_error_m,reference_step,retention_latched,base_tilt_rad,support_count,terminated,truncated
22,0,0.0,0.0,0.0,0.0,0.0,-0.14491239190101624,-0.14194878935813904,0.03481101617217064,-0.03082442097365856,0.032451000064611435,-0.0329039990901947,0.0,0.20096151530742645,0.1655278205871582,0.027816494926810265,-0.11050933599472046,0.0,23,0,0.03443706035614014,4,0,0
24,0,0.0,0.0,0.0,0.0,0.0,-0.1475909948348999,-0.1445612758398056,0.034818582236766815,-0.03082742728292942,0.032451000064611435,-0.0329039990901947,0.0,0.193803608417511,0.15721172094345093,0.019375301897525787,-0.1116642951965332,0.0,25,0,0.03734033554792404,4,0,0
26,0,0.0,0.0,0.0,0.0,0.0,-0.1414894461631775,-0.13852444291114807,0.03477621451020241,-0.030872603878378868,0.032451000064611435,-0.0329039990901947,0.0,0.18587563931941986,0.14764821529388428,0.010655255988240242,-0.11241096258163452,0.0,27,0,0.04399971663951874,4,0,0
28,0,0.0,0.0,0.0,0.0,0.0,-0.15013320744037628,-0.14706921577453613,0.03473404422402382,-0.030915886163711548,0.032451000064611435,-0.0329039990901947,0.0,0.17885315418243408,0.13885509967803955,0.0017594023374840617,-0.11271476745605469,0.0,29,0,0.05033307150006294,4,0,0
30,0,0.0,0.0,0.0,0.0,0.0,-0.13122616708278656,-0.12775377929210663,0.03468964248895645,-0.030963590368628502,0.032451000064611435,-0.0329039990901947,0.0,0.17375832796096802,0.13219207525253296,-0.006388244219124317,-0.11258953809738159,0.0,31,0,0.05326312780380249,4,0,0
32,0,0.0,0.0,0.0,0.0,0.0,-0.07316897809505463,-0.06793953478336334,0.03477080538868904,-0.03077799826860428,0.032451000064611435,-0.0329039990901947,0.0,0.1738583892583847,0.12899136543273926,-0.005884969141334295,-0.11641877889633179,0.0,33,0,0.05206894874572754,4,0,0
34,0,0.0,0.0,0.0,0.0,0.0,-0.05158701539039612,-0.042485564947128296,0.03454699367284775,-0.031125642359256744,0.032451000064611435,-0.0329039990901947,0.0,0.1777726113796234,0.12772464752197266,0.0006961860344745219,-0.12364882230758667,0.0,35,0,0.04831001162528992,4,0,0
36,0,0.0,0.0,0.0,0.0,0.0,-0.04796649515628815,-0.03824736177921295,0.034135010093450546,-0.03158189728856087,0.032451000064611435,-0.0329039990901947,0.0,0.18138566613197327,0.12359696626663208,0.009300023317337036,-0.13243132829666138,0.0,37,0,0.04618944227695465,4,0,0
38,0,0.0,0.0,0.0,0.0,0.0,-0.04623151570558548,-0.036927588284015656,0.03398476913571358,-0.031741101294755936,0.032451000064611435,-0.0329039990901947,0.0,0.1827434003353119,0.1144866943359375,0.01658296026289463,-0.1414671540260315,0.0,39,0,0.04747733473777771,4,0,0
40,0,0.0,0.0,0.0,0.0,0.0,-0.017084255814552307,-0.007961411029100418,0.033671289682388306,-0.032060638070106506,0.032451000064611435,-0.0329039990901947,0.0,0.1858123242855072,0.10382848978042603,0.02507615275681019,-0.1520429253578186,0.0,41,0,0.04911103472113609,4,0,0
42,0,0.0,0.0,0.0,0.0,0.0,-0.021026872098445892,-0.0124397873878479,0.0334029421210289,-0.032326508313417435,0.032451000064611435,-0.0329039990901947,0.0,0.1897623986005783,0.09234663844108582,0.03228643909096718,-0.16260212659835815,0.0,43,0,0.0501440204679966,4,0,0
44,0,0.0,0.0,0.0,0.0,0.0,0.01042921096086502,0.018398120999336243,0.033168766647577286,-0.032554659992456436,0.032451000064611435,-0.0329039990901947,0.0,0.19426561892032623,0.0805516242980957,0.038296256214380264,-0.1725803017616272,0.0,45,0,0.04999981448054314,4,0,0
46,0,0.0,0.0,0.0,0.0,0.0,0.025692235678434372,0.02864193171262741,0.032877881079912186,-0.03281991183757782,0.032451000064611435,-0.0329039990901947,0.0,0.1985144168138504,0.06841415166854858,0.042900845408439636,-0.18134772777557373,0.0,47,0,0.04923566058278084,4,0,0
48,0,0.0,0.0,0.0,0.0,0.0,0.02093971148133278,0.020928457379341125,0.03270040452480316,-0.032945264130830765,0.032451000064611435,-0.0329039990901947,0.0,0.20028670132160187,0.056573301553726196,0.04403495043516159,-0.18701642751693726,0.0,49,0,0.04828199744224548,4,0,0
50,0,0.0,0.0,0.0,0.0,0.0,0.010781323537230492,0.010647393763065338,0.03268681839108467,-0.032937947660684586,0.032451000064611435,-0.0329039990901947,0.0,0.200557678937912,0.04494506120681763,0.04311108961701393,-0.19064301252365112,0.0,51,0,0.047625213861465454,4,0,0
52,0,0.0,0.0,0.0,0.0,0.0,-0.006117703393101692,-0.006103485822677612,0.03269600123167038,-0.03292359411716461,0.032451000064611435,-0.0329039990901947,0.0,0.19985151290893555,0.03341412544250488,0.0411406084895134,-0.19269555807113647,0.0,53,0,0.04747375473380089,4,0,0
54,0,0.0,0.0,0.0,0.0,0.0,-0.011125912889838219,-0.010945498943328857,0.03274687007069588,-0.03287260979413986,0.032451000064611435,-0.0329039990901947,0.0,0.19871637225151062,0.021847248077392578,0.03841757774353027,-0.19373947381973267,0.0,55,0,0.04813450202345848,4,0,0
56,0,0.0,0.0,0.0,0.0,0.0,-0.009908009320497513,-0.009618504904210567,0.03277670964598656,-0.03284377604722977,0.032451000064611435,-0.0329039990901947,0.0,0.1973433643579483,0.010361909866333008,0.03502587974071503,-0.19393354654312134,0.0,57,0,0.04919927939772606,4,0,0
58,0,0.0,0.0,0.0,0.0,0.0,-0.004289775155484676,-0.0039819166995584965,0.032815005630254745,-0.03280654549598694,0.032451000064611435,-0.0329039990901947,0.0,0.19595395028591156,-0.0009551048278808594,0.030827611684799194,-0.1935114860534668,0.0,59,0,0.0504012256860733,4,0,0
60,0,0.0,0.0,0.0,0.0,0.0,-0.009375518187880516,-0.008964240550994873,0.03286522254347801,-0.03275753930211067,0.032451000064611435,-0.0329039990901947,0.0,0.19069500267505646,-0.009704887866973877,0.026302190497517586,-0.18862289190292358,0.03446517512202263,61,0,0.05166274681687355,4,0,0
62,0,0.0,0.0,0.0,0.0,0.0,-0.02435295656323433,-0.027774091809988022,0.03276120871305466,-0.032427191734313965,0.032451000064611435,-0.0329039990901947,0.0,0.18200188875198364,-0.012223005294799805,0.022883035242557526,-0.18014341592788696,0.033679816871881485,63,0,0.052629027515649796,4,0,0
64,0,0.0,0.0,0.0,0.0,0.0,-0.0009230263531208038,-0.005439817905426025,0.032413918524980545,-0.03210020810365677,0.032451000064611435,-0.0329039990901947,0.0,0.1745348572731018,-0.012994527816772461,0.020253537222743034,-0.172868013381958,0.031703781336545944,65,0,0.05297929793596268,4,0,0
66,0,0.0,0.0,0.0,0.0,0.0,-0.00752217136323452,-0.012292280793190002,0.032037049531936646,-0.03174588456749916,0.032451000064611435,-0.0329039990901947,0.0,0.16797450184822083,-0.013313710689544678,0.01768956333398819,-0.16650903224945068,0.030063888058066368,67,0,0.05325738340616226,4,0,0
68,0,0.0,0.0,0.0,0.0,0.0,-0.010714435949921608,-0.01556641235947609,0.031670887023210526,-0.031367309391498566,0.032451000064611435,-0.0329039990901947,0.0,0.16189564764499664,-0.013446211814880371,0.015180636197328568,-0.16062051057815552,0.028848983347415924,69,0,0.053175557404756546,4,0,0
70,0,0.0,0.0,0.0,0.0,0.0,0.0029794108122587204,-0.001859854906797409,0.03127402067184448,-0.031016148626804352,0.032451000064611435,-0.0329039990901947,0.0,0.15603098273277283,-0.013480782508850098,0.012708457186818123,-0.15492719411849976,0.027919381856918335,71,0,0.05277704447507858,4,0,0
72,0,0.0,0.0,0.0,0.0,0.0,0.010964730754494667,0.006130685564130545,0.030892478302121162,-0.030648868530988693,0.032451000064611435,-0.0329039990901947,0.0,0.1503317654132843,-0.013526827096939087,0.010042157955467701,-0.14938479661941528,0.027327867224812508,73,0,0.052683912217617035,4,0,0
74,0,0.0,0.0,0.0,0.0,0.0,0.03542871028184891,0.03056344762444496,0.030513962730765343,-0.03027840331196785,0.032451000064611435,-0.0329039990901947,0.0,0.14472876489162445,-0.013578593730926514,0.00753814959898591,-0.1438930630683899,0.02697540447115898,75,0,0.05261088162660599,4,0,0
76,0,0.0,0.0,0.0,0.0,0.0,-0.008643501438200474,-0.011311430484056473,0.030238453298807144,-0.029967280104756355,0.032451000064611435,-0.0329039990901947,0.0,0.13920758664608002,-0.013481318950653076,0.0053242226131260395,-0.13845092058181763,0.026688596233725548,77,0,0.05267191678285599,4,0,0
78,0,0.0,0.0,0.0,0.0,0.0,0.01093316450715065,0.010306799784302711,0.03013942390680313,-0.029910612851381302,0.032451000064611435,-0.0329039990901947,0.0,0.13362382352352142,-0.012962937355041504,0.004211048129945993,-0.13292688131332397,0.026021325960755348,79,0,0.05264747515320778,4,0,0
80,0,0.0,0.0,0.0,0.0,0.0,0.018687542527914047,0.01854044944047928,0.03009609878063202,-0.029916273429989815,0.032451000064611435,-0.0329039990901947,0.0,0.12792691588401794,-0.01231914758682251,0.0031430113594979048,-0.12729358673095703,0.02512293867766857,81,0,0.052964888513088226,4,0,0
82,0,0.0,0.0,0.0,0.0,0.0,0.05183064565062523,0.05188097804784775,0.03008386306464672,-0.029919538646936417,0.032451000064611435,-0.0329039990901947,0.0,0.12214654684066772,-0.011611700057983398,0.0022175346966832876,-0.12157315015792847,0.024076517671346664,83,0,0.05326160416007042,4,0,0
84,0,0.0,0.0,0.0,0.0,0.0,0.005205744877457619,0.005285870283842087,0.03006078489124775,-0.029940376058220863,0.032451000064611435,-0.0329039990901947,0.0,0.11644627898931503,-0.010887444019317627,0.0013977524358779192,-0.11592775583267212,0.02305072732269764,85,0,0.05368218943476677,4,0,0
86,0,0.0,0.0,0.0,0.0,0.0,0.009045238606631756,0.009075268171727657,0.03004402294754982,-0.02995654195547104,0.032451000064611435,-0.0329039990901947,0.0,0.1108102947473526,-0.010096818208694458,0.000624306034296751,-0.11034756898880005,0.022059276700019836,87,0,0.05402025952935219,4,0,0
88,0,0.0,0.0,0.0,0.0,0.0,0.038385070860385895,0.038497231900691986,0.03004327416419983,-0.029957151040434837,0.032451000064611435,-0.0329039990901947,0.0,0.10518565028905869,-0.009228229522705078,-9.107402729569003e-05,-0.10478001832962036,0.02106725424528122,89,0,0.05403953790664673,4,0,0
90,0,0.0,0.0,0.0,0.0,0.0,0.031824562698602676,0.03187216818332672,0.03004344552755356,-0.02995697408914566,0.032451000064611435,-0.0329039990901947,0.0,0.09966760128736496,-0.008311033248901367,-0.0007925278041511774,-0.09931731224060059,0.020170437172055244,91,0,0.05404019355773926,4,0,0
92,0,0.0,0.0,0.0,0.0,0.0,0.03349282592535019,0.03354953974485397,0.0300156157463789,-0.029984714463353157,0.032451000064611435,-0.0329039990901947,0.0,0.09272569417953491,-0.007543802261352539,-0.0010651068296283484,-0.09241217374801636,0.017720641568303108,93,0,0.05356013774871826,4,0,0
94,0,0.0,0.0,0.0,0.0,0.0,0.001870224718004465,0.001965242438018322,0.030047381296753883,-0.0299529992043972,0.032451000064611435,-0.0329039990901947,0.0,0.08477353304624557,-0.007228434085845947,-0.0017236669082194567,-0.08444720506668091,0.013983325101435184,95,0,0.05328008905053139,4,0,0
96,0,0.0,0.0,0.0,0.0,0.0,0.0024802801199257374,0.0025283577851951122,0.03006017580628395,-0.029940301552414894,0.032451000064611435,-0.0329039990901947,0.0,0.0768829956650734,-0.00709843635559082,-0.0020972322672605515,-0.07652586698532104,0.010001185350120068,97,0,0.05338505282998085,4,0,0
98,0,0.0,0.0,0.0,0.0,0.0,0.008760981261730194,-0.003349747508764267,0.029610784724354744,-0.029460901394486427,0.032451000064611435,-0.0329039990901947,0.0,0.06999282538890839,-0.0061935484409332275,-0.0019832090474665165,-0.0696900486946106,0.0075408765114843845,99,0,0.054016534239053726,4,0,0
100,0,0.0,0.0,0.0,0.0,0.0,0.11997735500335693,0.07968048751354218,0.02784818410873413,-0.027741746976971626,0.032451000064611435,-0.0329039990901947,-3.618001937866211e-05,0.06819078326225281,-0.005696028470993042,-0.001247899024747312,-0.06794100999832153,0.009660735726356506,101,0,0.055444493889808655,4,0,0
102,0,0.0,0.0,0.0,0.0,0.0,0.08914515376091003,0.050636544823646545,0.02570158988237381,-0.025785360485315323,0.032451000064611435,-0.0329039990901947,-4.494190216064453e-05,0.06668698042631149,-0.005293011665344238,-0.0003685374977067113,-0.06647557020187378,0.01604306884109974,103,0,0.058154065161943436,4,0,0
104,0,0.0,0.0,0.0,0.0,0.0,0.051593706011772156,0.014649450778961182,0.02353338897228241,-0.023721033707261086,0.032451000064611435,-0.0329039990901947,-7.87973403930664e-05,0.0640859454870224,-0.00468859076499939,0.0002941638231277466,-0.06391352415084839,0.020849602296948433,105,0,0.059964779764413834,4,0,0
106,0,0.0,0.08317688852548599,0.0,0.0,0.0,0.021530047059059143,0.12805567681789398,0.021415647119283676,-0.02212735451757908,0.032451000064611435,-0.0329039990901947,-1.1920928955078125e-07,0.05763793736696243,-0.00820070505142212,-0.0019500786438584328,-0.0570182204246521,0.02098141610622406,107,0,0.057951249182224274,4,0,0
108,0,0.8289464712142944,0.5032689571380615,0.6071187853813171,0.0,0.0,0.8776808977127075,0.6805065870285034,0.020725132897496223,-0.022619275376200676,0.032451000064611435,-0.0329039990901947,4.351139068603516e-06,0.05070965737104416,-0.006402164697647095,-0.0015118177980184555,-0.05028116703033447,0.013930299319326878,109,0,0.05176694318652153,4,0,0
110,0,0.13911816477775574,0.7931786775588989,0.1753932237625122,0.0,0.0,-0.37225478887557983,0.7297533750534058,0.019300181418657303,-0.023647233843803406,0.032451000064611435,-0.0329039990901947,0.0001316070556640625,0.04407322779297829,-0.006435662508010864,-0.001850904431194067,-0.04356151819229126,0.012042920105159283,111,0,0.05108563229441643,4,0,0
112,0,0.27703848481178284,0.6288086175918579,0.44057679176330566,0.0,0.0,-0.32682695984840393,0.8516777753829956,0.018625015392899513,-0.023938531056046486,0.032451000064611435,-0.0329039990901947,0.00016492605209350586,0.0408114455640316,-0.006963133811950684,-0.0018221037462353706,-0.04017174243927002,0.013635048642754555,113,0,0.052932389080524445,4,0,0
114,0,0.0,0.3693619668483734,0.0,0.0,0.0,0.4814886748790741,1.5800588130950928,0.01695021241903305,-0.024934183806180954,0.032451000064611435,-0.0329039990901947,2.9802322387695312e-06,0.039115551859140396,-0.013548135757446289,-0.002650277689099312,-0.03659850358963013,0.016029812395572662,115,0,0.05765489488840103,4,0,0
116,0,0.0,0.3584691882133484,0.0,0.0,0.0,-0.002613455057144165,0.5086383819580078,0.0130047257989645,-0.025670981034636497,0.032451000064611435,-0.0329039990901947,0.0006194114685058594,0.03269409388303757,-0.015142589807510376,-0.002355380915105343,-0.028880059719085693,0.02102574147284031,117,0,0.057484883815050125,4,0,0
118,0,0.021221525967121124,0.7261412739753723,0.0292250644415617,0.0,0.0,-0.04833903908729553,0.6522405743598938,0.009380065836012363,-0.029263311997056007,0.032451000064611435,-0.0329039990901947,0.0009596943855285645,0.028620539233088493,-0.016611158847808838,-0.0018992084078490734,-0.023229241371154785,0.02729353867471218,119,0,0.0553632527589798,4,0,0
120,0,0.22935982048511505,0.2930305302143097,0.7827164530754089,0.0,0.0,-0.2654491364955902,0.33603155612945557,0.008799230679869652,-0.029644925147294998,0.032451000064611435,-0.0329039990901947,0.0014030933380126953,0.029283307492733,-0.018300890922546387,-0.001851340290158987,-0.02278512716293335,0.025065243244171143,121,0,0.054011642932891846,4,0,0
122,0,0.3401629626750946,0.33840420842170715,0.9948296546936035,0.0,0.0,-0.335031121969223,0.3509845733642578,0.009416809305548668,-0.028570376336574554,0.032451000064611435,-0.0329039990901947,0.0038947463035583496,0.030057933181524277,-0.018836289644241333,-0.0019781356677412987,-0.02334010601043701,0.027285613119602203,123,0,0.05395815148949623,4,0,0
124,0,0.3519536256790161,0.32825207710266113,0.9326571822166443,0.0,0.0,-0.37509554624557495,0.3096931576728821,0.009257405996322632,-0.028729405254125595,0.032451000064611435,-0.0329039990901947,0.0034787654876708984,0.030332086607813835,-0.018758505582809448,-0.0021062856540083885,-0.023742735385894775,0.0293826125562191,124,0,0.055515822023153305,4,0,0
126,0,0.22104471921920776,0.5074712038040161,0.4355808198451996,0.0,0.0,-0.22744931280612946,0.47569721937179565,0.00850325170904398,-0.029712585732340813,0.032451000064611435,-0.0329039990901947,0.0004687309265136719,0.027927465736865997,-0.019037306308746338,-0.001530294306576252,-0.02037602663040161,0.028875496238470078,124,0,0.055813003331422806,4,0,0
128,0,0.33524274826049805,0.3269408047199249,0.9752359986305237,0.0,0.0,-0.28131094574928284,0.34697628021240234,0.007943639531731606,-0.0300463754683733,0.004050485324114561,-0.02627953141927719,0.0008881688117980957,0.0005799493519589305,-0.01837053894996643,-0.0015264200046658516,-0.01808345317840576,0.0,126,1,0.055529914796352386,4,0,0
130,0,0.33706510066986084,0.31126755475997925,0.9234641790390015,0.0,0.0,-0.3700660467147827,0.2815525531768799,0.00807306356728077,-0.02991403453052044,0.004050485324114561,-0.02627953141927719,0.0034260153770446777,0.0009297622600570321,-0.018377959728240967,-0.0017114924266934395,-0.018381893634796143,0.0006883020396344364,128,1,0.055095914751291275,4,0,0
132,0,0.33740925788879395,0.3099775016307831,0.9186988472938538,0.0,0.0,-0.3733571767807007,0.27832165360450745,0.008188477717339993,-0.02979697287082672,0.004050485324114561,-0.02627953141927719,0.0062340497970581055,0.0013325425097718835,-0.018402934074401855,-0.0019426094368100166,-0.018713772296905518,0.0011099426774308085,130,1,0.05446729063987732,4,0,0
134,0,0.34667035937309265,0.30467942357063293,0.8788735866546631,0.0,0.0,-0.3667215406894684,0.28446507453918457,0.00846436433494091,-0.029522715136408806,0.004050485324114561,-0.02627953141927719,0.00920724868774414,0.0018700739601626992,-0.018432915210723877,-0.002336006611585617,-0.019096553325653076,0.001562260091304779,132,1,0.053969141095876694,4,0,0
136,0,0.3393527567386627,0.3068753480911255,0.9042960405349731,0.0,0.0,-0.3654767572879791,0.28773239254951477,0.008615683764219284,-0.02937089465558529,0.004050485324114561,-0.02627953141927719,0.013097763061523438,0.0025768934283405542,-0.01841151714324951,-0.00304227601736784,-0.019422292709350586,0.0021882301662117243,134,1,0.053571801632642746,4,0,0
138,0,0.343736857175827,0.30521076917648315,0.8879198431968689,0.0,0.0,-0.3413615822792053,0.3100527226924896,0.00863554421812296,-0.029352102428674698,0.004050485324114561,-0.02627953141927719,0.017663776874542236,0.003318190108984709,-0.01842188835144043,-0.0038829613476991653,-0.019585728645324707,0.0030128448270261288,136,1,0.0534299798309803,4,0,0
139,0,0.3510889708995819,0.29778119921684265,0.8481644988059998,0.0,0.0,-0.34892377257347107,0.3032971918582916,0.008647034876048565,-0.029340971261262894,0.004050485324114561,-0.02627953141927719,0.02015739679336548,0.003626552177593112,-0.018470704555511475,-0.00430082343518734,-0.01952308416366577,0.003318190108984709,137,1,0.053501155227422714,4,0,0
140,0,0.3522055149078369,0.2871796488761902,0.8153752088546753,0.0,0.0,-0.3758358359336853,0.28946784138679504,0.008729805238544941,-0.029259134083986282,0.004050485324114561,-0.02627953141927719,0.022431492805480957,0.004057369660586119,-0.018451422452926636,-0.0047524189576506615,-0.01960897445678711,0.003626552177593112,138,1,0.05346088856458664,4,0,0
142,0,0.3544921875,0.3035995662212372,0.8564351201057434,0.0,0.0,-0.3845142126083374,0.2654130160808563,0.008912011981010437,-0.02907823771238327,0.004050485324114561,-0.02627953141927719,0.026973307132720947,0.004942508414387703,-0.01847556233406067,-0.005680828355252743,-0.019746124744415283,0.00447628041729331,140,1,0.05335594341158867,4,0,0
144,0,0.37488409876823425,0.25289490818977356,0.6745949387550354,0.0,0.0,-0.383274644613266,0.2964545488357544,0.009120560251176357,-0.028880525380373,0.004050485324114561,-0.02627953141927719,0.03147047758102417,0.005776725709438324,-0.018519163131713867,-0.006610214710235596,-0.01970207691192627,0.005374109372496605,142,1,0.05318615958094597,4,0,0
146,0,0.38062652945518494,0.238488107919693,0.6265672445297241,0.0,0.0,-0.417319118976593,0.2699059247970581,0.00922181736677885,-0.028782103210687637,0.004050485324114561,-0.02602953091263771,0.035672783851623535,0.006564189214259386,-0.018759310245513916,-0.007556945085525513,-0.01932460069656372,0.006145397666841745,144,1,0.052994802594184875,4,0,0
148,0,0.3969377875328064,0.27333006262779236,0.6885967254638672,0.0,0.0,-0.4248787760734558,0.2593531310558319,0.00955913681536913,-0.02843627892434597,0.004050485324114561,-0.02602953091263771,0.03989124298095703,0.0073743462562561035,-0.01911112666130066,-0.0084880031645298,-0.01873546838760376,0.00696848938241601,146,1,0.05298880115151405,4,0,0
150,0,0.41929107904434204,0.2492639124393463,0.5944889187812805,0.0,0.0,-0.47982192039489746,0.18949392437934875,0.009820970706641674,-0.02817661315202713,0.004050485324114561,-0.02602953091263771,0.04153859615325928,0.008059237152338028,-0.019221246242523193,-0.009222686290740967,-0.01831763982772827,0.007744922768324614,148,1,0.05311986804008484,4,0,0
152,0,0.42558515071868896,0.2454407960176468,0.5767137408256531,0.0,0.0,-0.48088952898979187,0.1982886791229248,0.010010433383286,-0.027989214286208153,0.004050485324114561,-0.02602953091263771,0.04110848903656006,0.008651471696794033,-0.019169121980667114,-0.009838070720434189,-0.0181390643119812,0.00837282557040453,150,1,0.05293769761919975,4,0,0
154,0,0.43079307675361633,0.2656748592853546,0.6167110800743103,0.0,0.0,-0.4851286709308624,0.20607563853263855,0.010079790838062763,-0.027925128117203712,0.004050485324114561,-0.02577953040599823,0.03963428735733032,0.009042734280228615,-0.019040942192077637,-0.010246220976114273,-0.0180513858795166,0.008921840228140354,152,1,0.052495408803224564,4,0,0
156,0,0.4587966799736023,0.2534785568714142,0.5524855852127075,0.0,0.0,-0.5377841591835022,0.1726319044828415,0.010251414030790329,-0.02774602733552456,0.004050485324114561,-0.02552952989935875,0.03760141134262085,0.009021030738949776,-0.019067198038101196,-0.010220268741250038,-0.01809406280517578,0.009072815999388695,154,1,0.0524076446890831,4,0,0
158,0,0.4801707863807678,0.2519769072532654,0.5247651934623718,0.0,0.0,-0.5405422449111938,0.20451197028160095,0.010615747421979904,-0.027393430471420288,0.004050485324114561,-0.02527952939271927,0.034998297691345215,0.008818683214485645,-0.0190981924533844,-0.010006725788116455,-0.01821678876876831,0.008929683826863766,156,1,0.05220000818371773,4,0,0
160,0,0.4696056544780731,0.2698460817337036,0.5746227502822876,0.0,0.0,-0.5504557490348816,0.17911073565483093,0.010714665986597538,-0.027286887168884277,0.004050485324114561,-0.02527952939271927,0.03199291229248047,0.008556430228054523,-0.01910462975502014,-0.009730160236358643,-0.01836460828781128,0.008695605210959911,158,1,0.05172896757721901,4,0,0
162,0,0.46573203802108765,0.3027613162994385,0.6500762104988098,0.0,0.0,-0.5726608037948608,0.12523210048675537,0.01075331773608923,-0.027252228930592537,0.004050485324114561,-0.02527952939271927,0.029129624366760254,0.008214439265429974,-0.019157201051712036,-0.009366892278194427,-0.018499433994293213,0.008397278375923634,160,1,0.05204705893993378,4,0,0
164,0,0.4741203188896179,0.26210540533065796,0.5528246760368347,0.0,0.0,-0.5550106763839722,0.18979670107364655,0.010794268921017647,-0.02720687724649906,0.004050485324114561,-0.02527952939271927,0.026678264141082764,0.007860597223043442,-0.01921173930168152,-0.008985843509435654,-0.018641114234924316,0.008037387393414974,162,1,0.052582718431949615,4,0,0
166,0,0.4787767231464386,0.2301693856716156,0.48074471950531006,0.0,0.0,-0.5774053335189819,0.1784227043390274,0.010850000195205212,-0.02715749852359295,0.004050485324114561,-0.025029528886079788,0.025113165378570557,0.007490524090826511,-0.019353628158569336,-0.008572838269174099,-0.018776655197143555,0.007668070029467344,164,1,0.05267420411109924,4,0,0
168,0,0.4864487051963806,0.2777830958366394,0.5710429549217224,0.0,0.0,-0.5714714527130127,0.1777361035346985,0.010900109075009823,-0.027091877534985542,0.004050485324114561,-0.025029528886079788,0.02421790361404419,0.007095403503626585,-0.019463807344436646,-0.008137303404510021,-0.018865525722503662,0.007281457539647818,166,1,0.0529395155608654,4,0,0
